Node,Keys,Puts,Gets,Key Load,Put Load,Get Load
n_0,41806,201465,224062,0.140502644969181,0.140264508933234,0.14077579929418
n_1,41733,201505,223726,0.140257304752879,0.140292357841765,0.140564694026161
n_2,41947,202294,223361,0.140976521277382,0.140841677562552,0.140335368362985
n_3,46540,224657,249346,0.156412789955167,0.156411306099886,0.1566614707126
n_4,41848,202290,223914,0.140643799614177,0.140838892671699,0.140682812449933
n_5,41771,201781,223160,0.140385016098351,0.140484515310634,0.140209082175867
n_6,41901,202330,224054,0.140821923332863,0.140866741580231,0.140770772978274
