Node,Keys,Puts,Gets,Key Load,Put Load,Get Load
n_0,81209,694176,694504,0.258677641197812,0.263567533826998,0.263535675960372
n_1,86677,714841,715640,0.276095037570993,0.271413704087185,0.271555917812253
n_2,83164,707695,708135,0.264904965614339,0.268700482084799,0.268708079285646
n_3,62889,517057,517053,0.200322355616855,0.196318280001018,0.196200326941729
