Node,Keys,Puts,Gets,Key Load,Put Load,Get Load
n_0,103093,859967,951426,0.343715513591187,0.343802934190795,0.343849103736302
n_1,98379,820221,907435,0.327998879764751,0.327913032110427,0.327950583071044
n_2,98465,821149,908126,0.328285606644062,0.328284033698778,0.328200313192653
