Node,Keys,Puts,Gets,Key Load,Put Load,Get Load
n_0,0,0,0,0,0,0
n_1,0,0,0,0,0,0
n_2,0,0,0,0,0,0
n_3,115939,347491,348280,0.201817662766287,0.756821919001623,0.756727395191691
n_4,91227,42302,42325,0.201817662766287,0.756821919001623,0.756727395191691
n_5,108757,38074,38109,0.158800920494226,0.09213211512703,0.091961889863008
n_6,258551,31278,31531,0.189315791489258,0.08292369512899,0.082801551347652
