Node,Keys,Puts,Gets,Key Load,Put Load,Get Load
n_0,75090,604862,668618,0.250377617061289,0.250294110953176,0.250124198322275
n_1,75155,605479,670129,0.25059435091545,0.250549427812986,0.25068945032516
n_2,74879,603436,667799,0.249674065627011,0.249704026930342,0.249817817521241
n_3,74783,602828,666598,0.249353966396249,0.249452434303496,0.249368533831324
