Node,Keys,Puts,Gets,Key Load,Put Load,Get Load
n_0,103103,890468,891069,0.343711037770444,0.343677212011883,0.343680358047862
n_1,98390,849929,850468,0.327999466613328,0.328031135456914,0.328020778130817
n_2,98477,850604,851189,0.328289495616228,0.328291652531203,0.328298863821322
