Node,Keys,Puts,Gets,Key Load,Put Load,Get Load
n_0,84704,685866,758802,0.273370103695002,0.267182593431867,0.267262475855569
n_1,81851,681733,753899,0.264162452275449,0.2655725622324,0.265535559058934
n_2,80912,678936,750790,0.261131963427583,0.264482976637212,0.264440518406122
n_3,62384,520496,575673,0.201335480601967,0.20276186769852,0.202761446679375
